activity_id,opportunity_id,activity_type,activity_date
ACT004076,OPP01670,call,2025-08-31
ACT004077,OPP01670,call,2025-08-31
ACT004078,OPP01670,meeting_f2f,2025-08-31
ACT004079,OPP01670,meeting_f2f,2025-08-31
ACT004080,OPP01671,call,2025-08-25
ACT004081,OPP01671,call,2025-08-26
ACT004082,OPP01671,meeting_online,2025-08-31
ACT004083,OPP01671,call,2025-08-18
ACT004084,OPP01673,call,2025-08-24
ACT004085,OPP01673,meeting_online,2025-09-15
ACT004086,OPP01673,linkedin,2025-09-07
ACT004087,OPP01673,meeting_f2f,2025-08-26
ACT004088,OPP01673,call,2025-08-27
ACT004089,OPP01674,meeting_f2f,2025-08-21
ACT004090,OPP01674,meeting_f2f,2025-08-30
ACT004091,OPP01675,call,2025-09-30
ACT004092,OPP01675,call,2025-10-27
ACT004093,OPP01675,meeting_f2f,2025-09-03
ACT004094,OPP01677,meeting_online,2025-08-22
ACT004095,OPP01680,call,2025-10-07
ACT004096,OPP01680,meeting_f2f,2025-09-14
ACT004097,OPP01681,call,2025-09-04
ACT004098,OPP01681,meeting_online,2025-09-05
ACT004099,OPP01682,meeting_f2f,2025-10-26
ACT004100,OPP01682,linkedin,2025-12-29
ACT004101,OPP01682,linkedin,2025-11-15
ACT004102,OPP01683,call,2025-08-21
ACT004103,OPP01683,meeting_online,2025-09-29
ACT004104,OPP01683,linkedin,2025-08-28
ACT004105,OPP01684,call,2025-10-04
ACT004106,OPP01684,call,2025-09-26
ACT004107,OPP01684,call,2025-09-12
ACT004108,OPP01685,call,2025-09-17
ACT004109,OPP01685,call,2025-08-21
ACT004110,OPP01685,call,2025-10-08
ACT004111,OPP01687,linkedin,2025-08-20
ACT004112,OPP01687,call,2025-08-12
ACT004113,OPP01689,linkedin,2025-09-30
ACT004114,OPP01689,meeting_online,2025-10-16
ACT004115,OPP01689,meeting_f2f,2025-08-03
ACT004116,OPP01689,meeting_online,2025-10-03
ACT004117,OPP01690,call,2025-10-04
ACT004118,OPP01690,meeting_f2f,2025-08-21
ACT004119,OPP01690,call,2025-10-09
ACT004120,OPP01690,call,2025-09-03
ACT004121,OPP01690,call,2025-10-27
ACT004122,OPP01690,meeting_online,2025-10-18
ACT004123,OPP01692,meeting_f2f,2025-09-30
ACT004124,OPP01692,linkedin,2025-08-18
ACT004125,OPP01693,call,2025-09-26
ACT004126,OPP01693,call,2025-08-18
ACT004127,OPP01693,meeting_online,2025-08-22
ACT004128,OPP01694,call,2025-08-20
ACT004129,OPP01694,call,2025-09-11
ACT004130,OPP01694,call,2025-10-21
ACT004131,OPP01695,meeting_online,2025-10-08
ACT004132,OPP01695,call,2025-10-09
ACT004133,OPP01696,meeting_f2f,2025-11-01
ACT004134,OPP01696,call,2025-11-25
ACT004135,OPP01696,meeting_f2f,2025-09-30
ACT004136,OPP01697,meeting_online,2025-09-25
ACT004137,OPP01697,call,2025-08-28
ACT004138,OPP01697,meeting_f2f,2025-10-01
ACT004139,OPP01698,linkedin,2025-08-30
ACT004140,OPP01698,call,2025-11-02
ACT004141,OPP01698,meeting_f2f,2025-10-03
ACT004142,OPP01700,call,2025-08-12
ACT004143,OPP01700,call,2025-08-09
ACT004144,OPP01701,linkedin,2025-12-20
ACT004145,OPP01701,call,2025-10-24
ACT004146,OPP01702,meeting_online,2025-08-26
ACT004147,OPP01702,meeting_online,2025-09-02
ACT004148,OPP01702,call,2025-08-25
ACT004149,OPP01702,call,2025-09-06
ACT004150,OPP01703,call,2025-09-23
ACT004151,OPP01703,call,2025-10-24
ACT004152,OPP01704,meeting_online,2025-10-06
ACT004153,OPP01704,meeting_f2f,2025-10-04
ACT004154,OPP01705,call,2025-09-04
ACT004155,OPP01705,linkedin,2025-09-24
ACT004156,OPP01705,call,2025-08-28
ACT004157,OPP01705,call,2025-09-08
ACT004158,OPP01705,call,2025-09-06
ACT004159,OPP01706,meeting_online,2025-09-12
ACT004160,OPP01706,meeting_f2f,2025-08-16
ACT004161,OPP01707,meeting_online,2025-09-15
ACT004162,OPP01707,call,2025-10-14
ACT004163,OPP01707,call,2025-08-28
ACT004164,OPP01707,meeting_online,2025-11-01
ACT004165,OPP01708,meeting_f2f,2025-09-22
ACT004166,OPP01708,call,2025-09-12
ACT004167,OPP01709,call,2025-10-28
ACT004168,OPP01709,call,2025-08-19
ACT004169,OPP01709,call,2025-08-20
ACT004170,OPP01711,linkedin,2025-09-03
ACT004171,OPP01712,linkedin,2025-10-11
ACT004172,OPP01712,meeting_online,2025-10-09
ACT004173,OPP01713,call,2025-10-22
ACT004174,OPP01713,call,2025-09-23
ACT004175,OPP01713,call,2025-09-29
ACT004176,OPP01714,call,2025-08-21
ACT004177,OPP01714,call,2025-09-08
ACT004178,OPP01715,call,2025-10-26
ACT004179,OPP01715,call,2025-10-26
ACT004180,OPP01715,meeting_online,2025-10-23
ACT004181,OPP01715,linkedin,2025-10-09
ACT004182,OPP01716,meeting_f2f,2025-08-29
ACT004183,OPP01716,call,2025-09-20
ACT004184,OPP01716,linkedin,2025-08-29
ACT004185,OPP01716,call,2025-08-29
ACT004186,OPP01716,call,2025-09-09
ACT004187,OPP01716,meeting_online,2025-09-11
ACT004188,OPP01717,linkedin,2025-08-27
ACT004189,OPP01717,linkedin,2025-08-26
ACT004190,OPP01717,meeting_online,2025-08-28
ACT004191,OPP01718,meeting_f2f,2025-08-08
ACT004192,OPP01719,call,2025-09-15
ACT004193,OPP01720,meeting_f2f,2025-08-27
ACT004194,OPP01720,call,2025-10-20
ACT004195,OPP01722,call,2025-08-28
ACT004196,OPP01722,call,2025-10-15
ACT004197,OPP01722,meeting_f2f,2025-09-06
ACT004198,OPP01723,call,2025-08-14
ACT004199,OPP01724,call,2025-09-15
ACT004200,OPP01724,call,2025-09-17
ACT004201,OPP01725,meeting_f2f,2025-10-18
ACT004202,OPP01725,linkedin,2025-09-25
ACT004203,OPP01727,meeting_online,2025-08-20
ACT004204,OPP01727,meeting_online,2025-08-24
ACT004205,OPP01727,call,2025-09-15
ACT004206,OPP01730,call,2025-08-18
ACT004207,OPP01730,call,2025-08-30
ACT004208,OPP01730,call,2025-08-07
ACT004209,OPP01730,meeting_online,2025-08-11
ACT004210,OPP01731,linkedin,2025-10-21
ACT004211,OPP01731,call,2025-10-30
ACT004212,OPP01732,call,2025-10-12
ACT004213,OPP01732,call,2025-11-28
ACT004214,OPP01732,linkedin,2025-12-18
ACT004215,OPP01732,meeting_online,2025-10-24
ACT004216,OPP01733,call,2025-11-25
ACT004217,OPP01734,meeting_online,2025-11-03
ACT004218,OPP01735,call,2025-08-29
ACT004219,OPP01735,linkedin,2025-09-25
ACT004220,OPP01735,call,2025-09-19
ACT004221,OPP01737,linkedin,2025-12-05
ACT004222,OPP01737,linkedin,2025-09-24
ACT004223,OPP01737,call,2025-08-30
ACT004224,OPP01738,meeting_online,2025-09-06
ACT004225,OPP01738,meeting_online,2025-09-05
ACT004226,OPP01738,call,2025-09-18
ACT004227,OPP01739,call,2025-08-29
ACT004228,OPP01739,meeting_online,2025-10-25
ACT004229,OPP01740,call,2025-08-14
ACT004230,OPP01741,call,2025-08-20
ACT004231,OPP01741,call,2025-08-17
ACT004232,OPP01741,call,2025-09-02
ACT004233,OPP01741,meeting_online,2025-08-25
ACT004234,OPP01742,meeting_f2f,2025-09-14
ACT004235,OPP01742,call,2025-09-20
ACT004236,OPP01743,meeting_f2f,2025-11-12
ACT004237,OPP01743,call,2025-10-02
ACT004238,OPP01743,linkedin,2025-09-17
ACT004239,OPP01744,linkedin,2025-09-08
ACT004240,OPP01744,linkedin,2025-11-06
ACT004241,OPP01745,meeting_online,2025-08-13
ACT004242,OPP01745,call,2025-09-03
ACT004243,OPP01745,linkedin,2025-08-22
ACT004244,OPP01747,call,2025-08-11
ACT004245,OPP01747,linkedin,2025-10-04
ACT004246,OPP01747,call,2025-10-26
ACT004247,OPP01747,meeting_online,2025-10-10
ACT004248,OPP01747,linkedin,2025-10-25
ACT004249,OPP01748,call,2025-10-18
ACT004250,OPP01748,call,2025-09-25
ACT004251,OPP01748,call,2025-11-23
ACT004252,OPP01749,call,2025-09-03
ACT004253,OPP01749,call,2025-10-03
ACT004254,OPP01750,call,2025-08-06
ACT004255,OPP01750,call,2025-08-10
ACT004256,OPP01750,call,2025-08-27
ACT004257,OPP01750,linkedin,2025-08-06
ACT004258,OPP01751,meeting_f2f,2025-12-27
ACT004259,OPP01753,meeting_online,2025-10-10
ACT004260,OPP01753,call,2025-10-31
ACT004261,OPP01754,call,2025-11-06
ACT004262,OPP01755,meeting_online,2025-08-31
ACT004263,OPP01755,call,2025-08-30
ACT004264,OPP01757,linkedin,2025-09-16
ACT004265,OPP01758,linkedin,2025-10-22
ACT004266,OPP01758,call,2025-08-29
ACT004267,OPP01759,meeting_online,2025-10-31
ACT004268,OPP01759,meeting_online,2025-11-04
ACT004269,OPP01760,call,2025-09-28
ACT004270,OPP01760,call,2025-11-09
ACT004271,OPP01761,meeting_online,2025-09-02
ACT004272,OPP01761,call,2025-08-27
ACT004273,OPP01761,call,2025-09-10
ACT004274,OPP01762,call,2025-09-17
ACT004275,OPP01763,call,2025-09-12
ACT004276,OPP01763,meeting_f2f,2025-09-09
ACT004277,OPP01764,call,2025-10-24
ACT004278,OPP01765,meeting_f2f,2025-09-21
ACT004279,OPP01765,call,2025-10-14
ACT004280,OPP01765,linkedin,2025-10-12
ACT004281,OPP01766,call,2025-08-30
ACT004282,OPP01767,meeting_f2f,2025-09-16
ACT004283,OPP01768,call,2025-10-03
ACT004284,OPP01768,call,2025-09-07
ACT004285,OPP01769,call,2025-09-02
ACT004286,OPP01770,call,2025-10-13
ACT004287,OPP01770,call,2025-10-03
ACT004288,OPP01770,call,2025-10-17
ACT004289,OPP01771,call,2025-09-05
ACT004290,OPP01771,meeting_online,2025-11-12
ACT004291,OPP01772,call,2025-10-28
ACT004292,OPP01773,call,2025-12-03
ACT004293,OPP01774,call,2025-09-03
ACT004294,OPP01775,call,2025-09-08
ACT004295,OPP01775,call,2025-09-22
ACT004296,OPP01776,call,2025-12-17
ACT004297,OPP01776,call,2025-08-18
ACT004298,OPP01776,call,2025-09-17
ACT004299,OPP01777,call,2025-10-04
ACT004300,OPP01777,call,2025-08-13
ACT004301,OPP01777,call,2025-08-27
ACT004302,OPP01778,meeting_online,2025-12-30
ACT004303,OPP01778,call,2025-12-04
ACT004304,OPP01778,meeting_online,2025-09-24
ACT004305,OPP01778,call,2025-09-20
ACT004306,OPP01779,call,2025-08-28
ACT004307,OPP01779,meeting_online,2025-08-28
ACT004308,OPP01779,linkedin,2025-09-29
ACT004309,OPP01780,linkedin,2025-09-05
ACT004310,OPP01782,linkedin,2025-09-22
ACT004311,OPP01782,call,2025-09-28
ACT004312,OPP01784,linkedin,2025-09-08
ACT004313,OPP01784,call,2025-08-21
ACT004314,OPP01784,linkedin,2025-08-26
ACT004315,OPP01785,call,2025-10-13
ACT004316,OPP01785,call,2025-08-29
ACT004317,OPP01785,meeting_online,2025-08-26
ACT004318,OPP01785,call,2025-09-27
ACT004319,OPP01785,call,2025-10-03
ACT004320,OPP01786,call,2025-09-18
ACT004321,OPP01786,call,2025-10-11
ACT004322,OPP01787,meeting_online,2025-09-27
ACT004323,OPP01787,call,2025-09-05
ACT004324,OPP01788,linkedin,2025-08-26
ACT004325,OPP01788,call,2025-09-07
ACT004326,OPP01788,meeting_f2f,2025-09-23
ACT004327,OPP01789,meeting_f2f,2025-11-02
ACT004328,OPP01789,call,2025-09-11
ACT004329,OPP01789,call,2025-11-02
ACT004330,OPP01790,call,2025-08-24
ACT004331,OPP01790,linkedin,2025-08-12
ACT004332,OPP01790,meeting_f2f,2025-08-14
ACT004333,OPP01791,call,2025-10-28
ACT004334,OPP01791,call,2025-11-08
ACT004335,OPP01791,call,2025-11-10
ACT004336,OPP01792,call,2025-08-29
ACT004337,OPP01792,call,2025-08-22
ACT004338,OPP01792,call,2025-08-18
ACT004339,OPP01792,meeting_f2f,2025-09-09
ACT004340,OPP01793,meeting_online,2025-09-12
ACT004341,OPP01793,meeting_online,2025-10-26
ACT004342,OPP01794,meeting_online,2025-11-02
ACT004343,OPP01794,call,2025-11-21
ACT004344,OPP01795,meeting_f2f,2025-09-15
ACT004345,OPP01796,meeting_online,2025-09-09
ACT004346,OPP01796,call,2025-09-04
ACT004347,OPP01798,call,2025-10-07
ACT004348,OPP01798,call,2025-08-23
ACT004349,OPP01798,call,2025-09-03
ACT004350,OPP01798,meeting_online,2025-09-01
ACT004351,OPP01799,linkedin,2025-08-31
ACT004352,OPP01800,call,2025-10-18
ACT004353,OPP01800,call,2025-10-18
ACT004354,OPP01801,call,2025-11-13
ACT004355,OPP01801,linkedin,2025-12-26
ACT004356,OPP01801,call,2026-02-20
ACT004357,OPP01801,call,2026-01-22
ACT004358,OPP01802,call,2025-12-09
ACT004359,OPP01803,call,2025-11-12
ACT004360,OPP01803,linkedin,2025-11-11
ACT004361,OPP01803,meeting_online,2025-10-18
ACT004362,OPP01804,meeting_online,2025-11-02
ACT004363,OPP01804,linkedin,2025-11-01
ACT004364,OPP01806,linkedin,2025-12-15
ACT004365,OPP01808,call,2025-11-06
ACT004366,OPP01809,meeting_online,2025-09-13
ACT004367,OPP01809,meeting_f2f,2025-09-25
ACT004368,OPP01809,linkedin,2025-09-20
ACT004369,OPP01810,linkedin,2025-11-26
ACT004370,OPP01810,meeting_f2f,2025-09-28
ACT004371,OPP01810,meeting_online,2025-10-07
ACT004372,OPP01811,meeting_online,2026-01-18
ACT004373,OPP01811,linkedin,2025-10-10
ACT004374,OPP01811,call,2026-01-21
ACT004375,OPP01811,meeting_f2f,2025-10-08
ACT004376,OPP01812,call,2025-10-07
ACT004377,OPP01812,call,2025-11-03
ACT004378,OPP01812,call,2025-09-24
ACT004379,OPP01813,meeting_online,2025-10-06
ACT004380,OPP01813,call,2025-10-07
ACT004381,OPP01813,meeting_f2f,2025-10-11
ACT004382,OPP01814,call,2025-10-19
ACT004383,OPP01814,call,2025-09-14
ACT004384,OPP01814,call,2025-09-24
ACT004385,OPP01814,call,2025-12-09
ACT004386,OPP01815,meeting_online,2025-11-28
ACT004387,OPP01815,linkedin,2025-10-17
ACT004388,OPP01815,meeting_online,2025-09-05
ACT004389,OPP01815,call,2025-12-08
ACT004390,OPP01816,call,2025-11-30
ACT004391,OPP01816,call,2025-09-24
ACT004392,OPP01816,meeting_online,2025-09-20
ACT004393,OPP01817,call,2025-10-16
ACT004394,OPP01818,linkedin,2025-10-11
ACT004395,OPP01818,call,2025-12-20
ACT004396,OPP01820,meeting_f2f,2025-10-04
ACT004397,OPP01820,meeting_online,2025-10-13
ACT004398,OPP01820,linkedin,2025-10-16
ACT004399,OPP01821,call,2025-09-29
ACT004400,OPP01821,meeting_online,2025-10-03
ACT004401,OPP01821,linkedin,2025-11-18
ACT004402,OPP01821,meeting_f2f,2025-11-11
ACT004403,OPP01823,meeting_online,2025-11-16
ACT004404,OPP01823,linkedin,2025-10-05
ACT004405,OPP01824,call,2025-10-29
ACT004406,OPP01824,linkedin,2025-09-18
ACT004407,OPP01824,meeting_online,2025-09-26
ACT004408,OPP01824,call,2025-09-29
ACT004409,OPP01825,meeting_f2f,2025-10-09
ACT004410,OPP01825,meeting_online,2025-12-30
ACT004411,OPP01826,call,2025-09-25
ACT004412,OPP01826,meeting_f2f,2025-10-02
ACT004413,OPP01826,call,2025-09-21
ACT004414,OPP01826,call,2025-09-26
ACT004415,OPP01826,call,2025-09-29
ACT004416,OPP01827,linkedin,2025-09-11
ACT004417,OPP01827,call,2025-10-21
ACT004418,OPP01827,meeting_online,2025-10-06
ACT004419,OPP01827,call,2025-09-25
ACT004420,OPP01828,meeting_f2f,2025-10-04
ACT004421,OPP01828,linkedin,2025-10-09
ACT004422,OPP01828,call,2025-10-16
ACT004423,OPP01829,call,2025-09-24
ACT004424,OPP01829,linkedin,2025-10-01
ACT004425,OPP01829,linkedin,2025-10-10
ACT004426,OPP01829,call,2025-10-03
ACT004427,OPP01830,meeting_online,2025-11-06
ACT004428,OPP01830,linkedin,2025-11-09
ACT004429,OPP01830,meeting_online,2025-09-27
ACT004430,OPP01830,call,2025-10-31
ACT004431,OPP01830,call,2025-11-20
ACT004432,OPP01830,call,2025-09-26
ACT004433,OPP01831,call,2025-10-13
ACT004434,OPP01831,call,2025-09-29
ACT004435,OPP01833,linkedin,2025-09-26
ACT004436,OPP01833,call,2026-01-04
ACT004437,OPP01833,call,2025-12-21
ACT004438,OPP01833,call,2025-12-06
ACT004439,OPP01833,call,2026-01-06
ACT004440,OPP01833,meeting_f2f,2026-01-04
ACT004441,OPP01834,meeting_online,2025-10-12
ACT004442,OPP01835,linkedin,2025-11-09
ACT004443,OPP01835,meeting_f2f,2025-10-14
ACT004444,OPP01835,call,2025-09-22
ACT004445,OPP01836,call,2025-09-07
ACT004446,OPP01836,call,2025-10-31
ACT004447,OPP01837,meeting_f2f,2025-11-15
ACT004448,OPP01837,meeting_f2f,2025-11-15
ACT004449,OPP01837,meeting_online,2025-10-22
ACT004450,OPP01837,meeting_online,2025-11-11
ACT004451,OPP01837,call,2025-11-10
ACT004452,OPP01838,linkedin,2025-10-01
ACT004453,OPP01838,linkedin,2025-09-16
ACT004454,OPP01839,call,2025-11-30
ACT004455,OPP01839,call,2025-09-07
ACT004456,OPP01839,meeting_f2f,2025-10-26
ACT004457,OPP01839,call,2025-11-21
ACT004458,OPP01840,call,2025-10-03
ACT004459,OPP01840,call,2025-11-01
ACT004460,OPP01841,call,2025-09-18
ACT004461,OPP01841,call,2025-10-14
ACT004462,OPP01842,call,2025-10-28
ACT004463,OPP01843,call,2025-09-10
ACT004464,OPP01843,call,2025-10-27
ACT004465,OPP01843,call,2025-10-24
ACT004466,OPP01844,call,2026-01-17
ACT004467,OPP01844,call,2025-11-02
ACT004468,OPP01844,call,2026-01-18
ACT004469,OPP01844,meeting_online,2025-10-07
ACT004470,OPP01845,call,2025-10-18
ACT004471,OPP01845,call,2025-10-23
ACT004472,OPP01845,meeting_online,2025-12-30
ACT004473,OPP01845,call,2025-12-19
ACT004474,OPP01846,meeting_f2f,2025-09-25
ACT004475,OPP01846,meeting_online,2025-10-25
ACT004476,OPP01847,call,2025-11-23
ACT004477,OPP01847,linkedin,2025-12-24
ACT004478,OPP01848,meeting_online,2025-09-23
ACT004479,OPP01848,call,2025-10-01
ACT004480,OPP01848,call,2025-11-10
ACT004481,OPP01848,call,2025-09-23
ACT004482,OPP01849,call,2025-09-23
ACT004483,OPP01849,linkedin,2025-10-01
ACT004484,OPP01850,linkedin,2025-12-14
ACT004485,OPP01850,meeting_f2f,2025-10-11
ACT004486,OPP01851,call,2026-01-14
ACT004487,OPP01851,meeting_f2f,2025-10-13
ACT004488,OPP01851,meeting_online,2026-01-03
ACT004489,OPP01851,call,2025-10-17
ACT004490,OPP01851,linkedin,2025-12-09
ACT004491,OPP01851,linkedin,2025-11-04
ACT004492,OPP01852,call,2025-11-02
ACT004493,OPP01852,meeting_f2f,2025-11-12
ACT004494,OPP01852,linkedin,2025-11-14
ACT004495,OPP01853,meeting_f2f,2025-10-18
ACT004496,OPP01853,linkedin,2025-11-21
ACT004497,OPP01853,meeting_online,2025-11-11
ACT004498,OPP01854,linkedin,2025-11-12
ACT004499,OPP01854,call,2025-10-16
ACT004500,OPP01854,meeting_online,2025-10-08
ACT004501,OPP01854,call,2025-11-17
ACT004502,OPP01854,call,2025-11-16
ACT004503,OPP01855,call,2025-10-26
ACT004504,OPP01855,meeting_online,2025-09-12
ACT004505,OPP01855,call,2025-09-22
ACT004506,OPP01855,call,2025-09-28
ACT004507,OPP01856,call,2025-09-03
ACT004508,OPP01856,call,2025-10-29
ACT004509,OPP01857,meeting_f2f,2025-11-25
ACT004510,OPP01857,meeting_online,2025-12-05
ACT004511,OPP01857,call,2025-11-04
ACT004512,OPP01857,call,2025-10-30
ACT004513,OPP01857,call,2025-09-17
ACT004514,OPP01857,call,2025-11-01
ACT004515,OPP01858,call,2025-09-30
ACT004516,OPP01858,call,2025-10-30
ACT004517,OPP01858,linkedin,2025-12-16
ACT004518,OPP01859,call,2025-10-14
ACT004519,OPP01859,linkedin,2025-11-04
ACT004520,OPP01859,meeting_f2f,2025-10-07
ACT004521,OPP01860,linkedin,2025-11-04
ACT004522,OPP01860,call,2025-11-06
ACT004523,OPP01860,call,2025-10-11
ACT004524,OPP01861,meeting_online,2025-10-14
ACT004525,OPP01861,meeting_online,2025-10-06
ACT004526,OPP01862,call,2025-11-25
ACT004527,OPP01862,call,2025-11-10
ACT004528,OPP01863,meeting_online,2025-12-17
ACT004529,OPP01863,linkedin,2025-12-22
ACT004530,OPP01865,meeting_online,2025-10-08
ACT004531,OPP01865,call,2025-11-08
ACT004532,OPP01865,meeting_f2f,2025-12-05
ACT004533,OPP01867,linkedin,2025-09-16
ACT004534,OPP01867,meeting_f2f,2025-09-11
ACT004535,OPP01867,call,2025-09-21
ACT004536,OPP01867,meeting_online,2025-09-09
ACT004537,OPP01868,call,2025-09-28
ACT004538,OPP01868,meeting_online,2025-12-23
ACT004539,OPP01868,linkedin,2025-11-16
ACT004540,OPP01869,call,2025-09-23
ACT004541,OPP01869,call,2025-11-08
ACT004542,OPP01869,call,2025-11-14
ACT004543,OPP01869,meeting_online,2025-09-19
ACT004544,OPP01869,call,2025-11-14
ACT004545,OPP01869,meeting_online,2025-10-11
ACT004546,OPP01870,meeting_f2f,2025-09-25
ACT004547,OPP01870,call,2025-12-31
ACT004548,OPP01870,call,2025-12-24
ACT004549,OPP01870,meeting_online,2025-11-11
ACT004550,OPP01871,,2025-09-29
ACT004551,OPP01872,meeting_online,2025-09-20
ACT004552,OPP01872,call,2025-09-18
ACT004553,OPP01872,call,2025-09-18
ACT004554,OPP01872,call,2025-09-12
ACT004555,OPP01872,linkedin,2025-09-16
ACT004556,OPP01873,call,2025-10-28
ACT004557,OPP01873,call,2025-10-01
ACT004558,OPP01873,meeting_online,2025-09-20
ACT004559,OPP01873,meeting_online,2025-11-07
ACT004560,OPP01873,linkedin,2025-10-10
ACT004561,OPP01874,meeting_online,2025-11-20
ACT004562,OPP01874,linkedin,2025-12-05
ACT004563,OPP01874,call,2025-11-16
ACT004564,OPP01875,meeting_online,2025-09-24
ACT004565,OPP01875,call,2025-09-19
ACT004566,OPP01876,call,2025-11-04
ACT004567,OPP01877,linkedin,2025-12-22
ACT004568,OPP01877,call,2025-10-05
ACT004569,OPP01877,call,2025-11-07
ACT004570,OPP01877,linkedin,2025-12-12
ACT004571,OPP01878,meeting_online,2025-11-08
ACT004572,OPP01878,linkedin,2025-11-28
ACT004573,OPP01878,linkedin,2025-12-29
ACT004574,OPP01878,meeting_f2f,2025-12-24
ACT004575,OPP01879,linkedin,2025-09-14
ACT004576,OPP01879,call,2025-10-30
ACT004577,OPP01879,meeting_online,2025-11-11
ACT004578,OPP01880,meeting_online,2025-09-21
ACT004579,OPP01880,linkedin,2025-09-30
ACT004580,OPP01881,meeting_f2f,2025-11-11
ACT004581,OPP01881,call,2025-11-03
ACT004582,OPP01881,call,2025-10-12
ACT004583,OPP01881,call,2025-09-25
ACT004584,OPP01881,meeting_online,2025-10-29
ACT004585,OPP01882,call,2025-09-09
ACT004586,OPP01882,call,2025-09-13
ACT004587,OPP01882,call,2025-09-04
ACT004588,OPP01882,call,2025-09-06
ACT004589,OPP01882,call,2025-09-14
ACT004590,OPP01883,call,2025-10-14
ACT004591,OPP01883,meeting_online,2025-09-23
ACT004592,OPP01883,call,2025-11-14
ACT004593,OPP01884,linkedin,2025-11-22
ACT004594,OPP01884,meeting_online,2025-12-19
ACT004595,OPP01885,call,2025-10-02
ACT004596,OPP01885,meeting_online,2025-10-03
ACT004597,OPP01885,linkedin,2025-09-18
ACT004598,OPP01885,call,2025-09-23
ACT004599,OPP01885,call,2025-10-05
ACT004600,OPP01886,call,2025-10-31
ACT004601,OPP01887,call,2025-10-06
ACT004602,OPP01887,call,2025-09-30
ACT004603,OPP01888,linkedin,2025-09-28
ACT004604,OPP01888,call,2025-09-29
ACT004605,OPP01889,meeting_f2f,2026-01-20
ACT004606,OPP01889,call,2025-09-29
ACT004607,OPP01890,call,2025-09-25
ACT004608,OPP01890,meeting_online,2025-09-29
ACT004609,OPP01890,linkedin,2025-12-25
ACT004610,OPP01891,meeting_f2f,2025-11-17
ACT004611,OPP01892,linkedin,2025-11-20
ACT004612,OPP01893,call,2025-11-20
ACT004613,OPP01893,meeting_f2f,2025-10-21
ACT004614,OPP01894,call,2025-09-23
ACT004615,OPP01894,call,2025-09-25
ACT004616,OPP01894,linkedin,2025-09-11
ACT004617,OPP01895,call,2026-02-04
ACT004618,OPP01895,call,2026-02-01
ACT004619,OPP01895,meeting_f2f,2026-02-08
ACT004620,OPP01895,meeting_online,2025-10-28
ACT004621,OPP01895,linkedin,2026-01-04
ACT004622,OPP01896,meeting_online,2025-10-01
ACT004623,OPP01896,call,2025-11-06
ACT004624,OPP01896,call,2025-11-23
ACT004625,OPP01896,call,2026-01-13
ACT004626,OPP01897,call,2025-09-14
ACT004627,OPP01897,meeting_f2f,2025-09-13
ACT004628,OPP01897,meeting_online,2025-09-25
ACT004629,OPP01898,meeting_f2f,2025-09-10
ACT004630,OPP01899,linkedin,2025-11-21
ACT004631,OPP01901,linkedin,2025-11-10
ACT004632,OPP01902,call,2025-11-12
ACT004633,OPP01902,call,2025-12-18
ACT004634,OPP01903,call,2026-01-16
ACT004635,OPP01904,call,2025-09-23
ACT004636,OPP01904,call,2025-09-22
ACT004637,OPP01904,linkedin,2025-11-12
ACT004638,OPP01904,meeting_f2f,2025-11-11
ACT004639,OPP01905,linkedin,2025-09-25
ACT004640,OPP01906,meeting_f2f,2025-10-04
ACT004641,OPP01906,linkedin,2025-09-26
ACT004642,OPP01906,,2025-09-27
ACT004643,OPP01907,meeting_online,2025-10-14
ACT004644,OPP01908,call,2025-10-20
ACT004645,OPP01908,linkedin,2025-11-20
ACT004646,OPP01908,call,2025-09-19
ACT004647,OPP01909,meeting_f2f,2025-11-21
ACT004648,OPP01910,meeting_online,2025-11-02
ACT004649,OPP01910,meeting_f2f,2025-12-04
ACT004650,OPP01910,call,2025-09-25
ACT004651,OPP01910,call,2025-10-16
ACT004652,OPP01910,call,2025-10-14
ACT004653,OPP01911,meeting_online,2025-12-27
ACT004654,OPP01911,meeting_online,2025-12-11
ACT004655,OPP01911,call,2025-12-16
ACT004656,OPP01913,meeting_f2f,2025-09-14
ACT004657,OPP01915,call,2025-11-12
ACT004658,OPP01915,meeting_f2f,2025-10-17
ACT004659,OPP01915,meeting_f2f,2025-10-01
ACT004660,OPP01916,call,2025-10-02
ACT004661,OPP01917,linkedin,2025-10-02
ACT004662,OPP01917,call,2025-10-01
ACT004663,OPP01917,call,2025-10-01
ACT004664,OPP01917,meeting_online,2025-10-20
ACT004665,OPP01917,call,2025-10-23
ACT004666,OPP01918,linkedin,2025-10-26
ACT004667,OPP01918,meeting_online,2025-11-01
ACT004668,OPP01919,linkedin,2025-10-20
ACT004669,OPP01919,linkedin,2025-11-11
ACT004670,OPP01919,meeting_f2f,2025-10-20
ACT004671,OPP01919,call,2025-10-18
ACT004672,OPP01920,linkedin,2026-02-12
ACT004673,OPP01921,call,2025-10-26
ACT004674,OPP01921,meeting_f2f,2025-11-20
ACT004675,OPP01921,call,2025-12-02
ACT004676,OPP01921,call,2025-10-17
ACT004677,OPP01921,meeting_online,2025-09-29
ACT004678,OPP01922,call,2025-10-15
ACT004679,OPP01922,meeting_f2f,2025-10-04
ACT004680,OPP01922,meeting_f2f,2025-10-03
ACT004681,OPP01922,meeting_f2f,2025-09-11
ACT004682,OPP01922,meeting_online,2025-12-04
