opportunity_id,created_date,closed_date,arr,status,salesperson_id,source,type,account_id
OPP01869,2025-09-15,2025-11-22,10500,created,SP002,referral,new business,ACC0027
OPP01870,2025-09-17,2026-01-11,5500,created,SP003,event,upsell,ACC0082
OPP01871,2025-09-12,2025-11-12,20000,qualified,SP003,cold prospection,upsell,ACC0048
OPP01872,2025-09-09,2025-09-21,10500,lost,SP003,event,new business,ACC0014
OPP01873,2025-09-13,2025-11-26,16500,qualified,SP001,event,new business,ACC0053
OPP01874,2025-09-10,2025-12-21,10500,created,SP001,cold prospection,upsell,ACC0117
OPP01875,2025-09-09,2025-09-24,24000,lost,SP003,,new business,ACC0107
OPP01876,2025-09-19,2025-11-10,12000,qualified,SP001,cold prospection,upsell,ACC0017
OPP01877,2025-09-26,2026-01-03,3000,created,SP001,cold prospection,new business,ACC0112
OPP01878,2025-09-30,2026-01-03,26000,won,SP003,event,new business,ACC0020
OPP01879,2025-09-04,2025-11-17,7000,qualified,SP001,event,new business,ACC0003
OPP01880,2025-09-20,2025-11-11,9000,lost,SP002,marketing,new business,ACC0003
OPP01881,2025-09-24,2025-12-01,7500,created,SP001,cold prospection,new business,ACC0068
OPP01882,2025-09-04,2025-09-25,27500,lost,SP001,cold prospection,new business,ACC0053
OPP01883,2025-09-16,2025-12-03,4000,lost,SP002,event,new business,ACC0068
OPP01884,2025-09-26,2025-12-15,62000,created,SP003,cold prospection,new business,ACC0002
OPP01885,2025-09-18,2025-10-10,23000,won,SP002,event,new business,ACC0101
OPP01886,2025-09-28,2025-12-22,6500,created,SP003,cold prospection,upsell,ACC0027
OPP01887,2025-09-03,2025-10-19,12500,won,SP003,cold prospection,upsell,ACC0013
OPP01888,2025-09-08,2025-10-26,15000,won,SP002,referral,new business,ACC0026
OPP01889,2025-09-22,2026-02-17,14000,qualified,SP003,cold prospection,upsell,ACC0082
OPP01890,2025-09-12,2026-02-02,13000,qualified,SP003,cold prospection,upsell,ACC0020
OPP01891,2025-09-02,2025-12-12,7500,created,SP001,cold prospection,upsell,ACC0026
OPP01892,2025-09-11,2026-02-02,11500,qualified,SP001,event,new business,ACC0090
OPP01893,2025-09-19,2025-11-26,11500,lost,SP002,marketing,new business,ACC0070
OPP01894,2025-09-04,2025-11-18,12000,won,SP003,cold prospection,upsell,ACC0045
OPP01895,2025-09-29,2026-02-22,10500,qualified,SP001,marketing,new business,ACC0044
OPP01896,2025-09-22,2026-01-20,14500,created,SP002,referral,new business,ACC0082
OPP01897,2025-09-05,2025-09-29,23000,lost,SP004,event,new business,ACC0035
OPP01898,2025-09-05,2025-12-19,19500,qualified,SP005,event,new business,ACC0038
OPP01899,2025-09-17,2025-12-01,16000,lost,SP004,event,new business,ACC0051
OPP01901,2025-09-19,2025-12-16,17000,created,SP006,referral,new business,ACC0076
OPP01902,2025-09-17,2026-01-02,13000,created,SP004,marketing,new business,ACC0050
OPP01903,2025-09-27,2026-01-18,9000,qualified,SP006,cold prospection,new business,ACC0023
OPP01904,2025-09-13,2025-11-15,20000,lost,SP005,marketing,upsell,ACC0051
OPP01905,2025-09-05,2025-10-27,7000,created,SP006,cold prospection,new business,ACC0038
OPP01906,2025-09-24,2025-10-11,7500,lost,SP006,cold prospection,new business,ACC0083
OPP01907,2025-09-16,2025-10-27,11500,lost,SP004,cold prospection,new business,ACC0098
OPP01908,2025-09-14,2026-01-18,14500,created,SP005,referral,new business,ACC0081
OPP01909,2025-09-05,2025-11-28,0,won,SP005,cold prospection,upsell,ACC0018
OPP01910,2025-09-15,2025-11-15,8500,created,SP004,cold prospection,new business,ACC0088
OPP01911,2025-09-04,2026-01-01,21000,qualified,SP006,marketing,upsell,ACC0083
OPP01912,2025-09-20,2026-01-14,18500,created,SP005,cold prospection,new business,ACC0023
OPP01913,2025-09-02,2025-09-26,11000,lost,SP005,marketing,new business,ACC0108
OPP01914,2025-09-06,2025-11-17,20500,lost,SP006,cold prospection,new business,ACC0094
OPP01915,2025-09-04,2025-11-29,25000,won,SP004,cold prospection,upsell,ACC0096
OPP01916,2025-09-28,2025-12-02,24000,lost,SP006,marketing,new business,ACC0063
OPP01917,2025-09-28,2025-11-12,31000,won,SP005,marketing,upsell,ACC0108
OPP01918,2025-09-11,2025-11-05,23500,lost,SP005,cold prospection,new business,ACC0088
OPP01919,2025-09-26,2025-11-28,18500,qualified,SP005,cold prospection,new business,ACC0035
OPP01920,2025-09-25,2026-02-14,27000,qualified,SP006,event,new business,ACC0063
OPP01921,2025-09-22,2025-12-16,16000,won,SP005,marketing,upsell,ACC0012
OPP01922,2025-09-04,2025-12-30,5000,created,SP006,marketing,new business,ACC0018
OPP01923,2025-09-20,2026-01-28,10500,qualified,SP005,marketing,new business,ACC0108
OPP01924,2025-09-15,2025-12-10,11000,qualified,SP006,event,new business,ACC0109
OPP01925,2025-09-22,2025-10-30,10500,qualified,SP004,cold prospection,new business,ACC0033
OPP01926,2025-09-14,2026-02-10,12000,qualified,SP004,cold prospection,upsell,ACC0096
OPP01927,2025-09-08,2025-10-29,10500,lost,SP005,referral,new business,ACC0060
OPP01928,2025-09-09,2026-02-01,12500,qualified,SP004,cold prospection,new business,ACC0033
OPP01929,2025-09-12,2025-10-28,4500,qualified,SP004,event,new business,ACC0109
OPP01930,2025-09-27,2025-10-19,18000,lost,SP004,cold prospection,upsell,ACC0040
OPP01931,2025-09-13,2025-11-10,16000,qualified,SP005,event,new business,ACC0083
OPP01932,2025/09/16,2025/11/11,10000,lost,SP005,referral,new business,ACC0040
OPP01933,2025-09-11,2025-11-09,19500,created,SP004,marketing,new business,ACC0018
OPP01934,2025-09-25,2026-01-02,20000,created,SP006,cold prospection,new business,ACC0078
OPP01935,2025-09-20,2025-10-18,6500,lost,SP006,marketing,new business,ACC0051
OPP01936,2025-09-13,2026-02-03,11500,qualified,SP004,referral,upsell,ACC0119
OPP01937,2025-09-10,2025-10-31,10500,lost,SP006,marketing,upsell,ACC0081
OPP01938,2025-09-02,2025-10-27,4000,created,SP004,marketing,new business,ACC0078
OPP01939,2025-09-08,2025-12-19,20000,created,SP004,cold prospection,new business,ACC0113
OPP01940,2025-09-01,2025-11-03,14500,lost,SP006,referral,new business,ACC0063
OPP01941,2025-09-07 00:00:00,2025-11-30 00:00:00,14000,lost,SP005,marketing,new business,ACC0030
OPP01942,2025-09-29,2026-01-28,5000,created,SP005,cold prospection,upsell,ACC0096
OPP01943,2025-09-12,2025-10-22,22500,lost,SP005,cold prospection,new business,ACC0113
OPP01944,2025-09-23,2025-11-03,8000,lost,SP004,marketing,upsell,ACC0040
OPP01945,2025-09-04,2025-11-18,12000,qualified,SP006,cold prospection,upsell,ACC0094
OPP01946,2025-09-12,2025-12-01,18500,won,SP006,cold prospection,upsell,ACC0094
OPP01947,2025-09-09,2025-12-17,21000,created,SP006,cold prospection,new business,ACC0108
OPP01948,2025-09-06,2026-01-02,6000,qualified,SP004,event,new business,ACC0078
OPP01949,2025-09-05,2026-01-10,2500,qualified,SP004,referral,new business,ACC0088
OPP01950,2025-09-01,2026-01-04,17500,qualified,SP006,cold prospection,new business,ACC0083
OPP01951,2025-09-22,2026-01-21,35500,qualified,SP005,event,new business,ACC0038
OPP01952,2025-09-17,2025-12-11,31500,lost,SP005,cold prospection,new business,ACC0023
OPP01953,2025-09-20,2025-12-14,18000,won,SP004,referral,new business,ACC0094
OPP01954,2025-09-20,2025-11-14,12000,qualified,SP004,marketing,new business,ACC0076
OPP01955,25/09/2025,06/01/2026,21500,created,SP004,cold prospection,new business,ACC0108
OPP01957,2025-09-16,2025-11-02,17500,qualified,SP004,marketing,new business,ACC0109
OPP01958,2025-09-09,2025-11-19,10500,created,SP005,marketing,new business,ACC0016
OPP01959,2025-09-03,2025-11-19,28500,won,SP005,event,new business,ACC0060
OPP01960,2025-09-02,2025-09-24,73000,won,SP006,referral,new business,ACC0012
OPP01961,2025-09-17,2025-11-30,14000,qualified,SP004,marketing,upsell,ACC0009
OPP01962,2025-09-28,2026-01-05,8000,created,SP004,referral,new business,ACC0030
OPP01963,2025-09-04,2025-11-10,11000,created,SP006,marketing,upsell,ACC0119
OPP01964,2025-09-29,2026-01-31,3500,created,SP004,referral,new business,ACC0076
OPP01965,2025-09-29,2025-11-15,11000,lost,SP004,marketing,new business,ACC0104
OPP01966,2025-09-19,2025-12-01,13000,lost,SP006,cold prospection,new business,ACC0030
OPP01967,2025/09/20,2025/12/09,12000,lost,SP005,event,upsell,ACC0060
OPP01968,2025-09-04,2025-10-25,10000,created,SP006,event,new business,ACC0078
OPP01969,2025-09-07,2025-12-12,10000,qualified,SP005,marketing,upsell,ACC0012
OPP01970,2025-09-27,2025-10-18,29500,lost,SP006,cold prospection,new business,ACC0018
OPP01971,2025-09-17,2025-12-02,16000,won,SP006,marketing,new business,ACC0081
OPP01972,2025-09-07,2026-01-02,15500,created,SP007,marketing,upsell,ACC0037
OPP01973,2025-09-14,2025-12-20,19500,qualified,SP007,marketing,new business,ACC0006
OPP01974,2025-09-10,2025-09-27,34000,lost,SP007,cold prospection,new business,ACC0103
OPP01975,2025-09-03,2025-11-25,49000,won,SP007,marketing,new business,ACC0065
OPP01976,2025/09/24,2025/11/21,11500,created,SP007,marketing,new business,ACC0064
OPP01977,2025-09-27,2026-02-17,16500,qualified,SP007,marketing,new business,ACC0100
OPP01978,2025-09-30,2025-11-27,27500,qualified,SP007,cold prospection,new business,ACC0015
OPP01979,2025-09-07,2025-12-29,10500,qualified,SP007,cold prospection,upsell,ACC0022
OPP01980,2025-09-23,2025-11-12,14500,created,SP007,cold prospection,upsell,ACC0032
OPP01981,2025-09-06,2026-01-11,14500,created,SP007,marketing,new business,ACC0106
OPP01983,2025-09-21,2025-11-23,36000,won,SP007,cold prospection,upsell,ACC0049
OPP01984,2025-09-27,2025-11-08,34500,lost,SP007,marketing,new business,ACC0106
OPP01985,2025-09-13,2025-10-09,49500,lost,SP007,cold prospection,new business,ACC0093
OPP01986,2025-09-21,2026-01-20,18500,created,SP007,cold prospection,new business,ACC0015
OPP01987,2025-09-24,2025-11-23,38500,won,SP007,cold prospection,new business,ACC0092
OPP01988,2025-09-28,2025-11-27,29500,lost,SP007,,upsell,ACC0015
OPP01989,2025-09-03,2025-09-27,23000,created,SP007,cold prospection,new business,ACC0022
OPP01990,2025-09-27,2026-01-13,18000,created,SP007,marketing,new business,ACC0021
OPP01991,2025-09-15,2025-10-25,7500,qualified,SP007,referral,new business,ACC0055
OPP01992,2025-09-25,2025-12-26,12000,created,SP007,event,new business,ACC0100
OPP01993,2025-09-09,2026-02-06,65000,qualified,SP007,cold prospection,new business,ACC0039
OPP01994,2025-09-10,2025-10-24,29000,created,SP007,cold prospection,new business,ACC0029
OPP01995,2025-09-15,2025-12-11,28500,created,SP007,marketing,new business,ACC0106
OPP01996,2025-09-11,2025-11-12,61000,won,SP007,cold prospection,new business,ACC0015
OPP01997,2025-09-24,2025-11-20,32500,lost,SP007,referral,new business,ACC0100
OPP01998,2025-09-22,2026-01-07,25000,qualified,SP007,marketing,new business,ACC0001
OPP01999,2025-09-28,2025-12-19,22000,won,SP007,cold prospection,new business,ACC0102
OPP02000,2025-09-27,2025-11-12,26000,won,SP007,cold prospection,new business,ACC0065
OPP02001,2025-09-30,2025-12-06,36500,qualified,SP007,marketing,upsell,ACC0092
OPP02002,2025-09-30,2025-12-20,47500,qualified,SP007,event,new business,ACC0055
OPP02003,2025-09-13,2025-10-20,25000,qualified,SP007,cold prospection,new business,ACC0021
OPP02004,2025-09-14,2025-12-23,14000,created,SP007,marketing,upsell,ACC0041
OPP02005,2025-09-14,2025-12-07,27500,qualified,SP007,marketing,new business,ACC0100
OPP02006,2025-09-05,2025-10-19,29500,created,SP007,event,upsell,ACC0029
OPP02007,2025-09-26,2026-02-05,14000,qualified,SP007,cold prospection,new business,ACC0055
OPP02008,2025-09-13,2025-12-25,5500,created,SP007,referral,upsell,ACC0058
OPP02009,2025-09-28,2025-11-30,15500,created,SP007,cold prospection,new business,ACC0005
OPP02010,2025-09-17,2025-09-30,16000,lost,SP007,,new business,ACC0021
OPP02011,2025-09-22,2025-12-13,23500,lost,SP007,marketing,upsell,ACC0031
OPP02012,2025-09-19,2025-12-22,23000,qualified,SP007,event,new business,ACC0019
OPP02013,2025-09-16,2025-12-13,24000,lost,SP007,marketing,new business,ACC0066
OPP02014,2025-09-02,2025-09-24,28000,created,SP007,cold prospection,upsell,ACC0103
OPP02015,2025-09-28,2025-11-22,32000,lost,SP009,cold prospection,new business,ACC0111
OPP02016,2025-09-07,2025-11-21,16500,qualified,SP008,marketing,upsell,ACC0054
OPP02017,2025-09-23,2026-01-23,17500,created,SP009,cold prospection,upsell,ACC0084
OPP02018,2025/09/14,2025/12/13,7000,created,SP009,cold prospection,new business,ACC0115
OPP02019,2025-09-28,2025-10-26,0,won,SP009,cold prospection,upsell,ACC0054
OPP02020,2025-09-02,2025-12-07,21500,qualified,SP009,marketing,new business,ACC0115
OPP02021,2025-09-27,2025-11-24,19500,qualified,SP008,marketing,new business,ACC0116
OPP02022,2025-09-22,2025-11-18,11000,lost,SP008,cold prospection,new business,ACC0111
OPP02023,2025-09-10,2026-01-09,9500,created,SP008,marketing,new business,ACC0073
OPP02024,2025-09-10,2025-11-22,33500,won,SP009,referral,new business,ACC0111
OPP02025,2025-09-14,2025-10-18,9500,lost,SP009,referral,new business,ACC0111
OPP02026,2025-09-29,2025-11-09,19000,created,SP009,cold prospection,new business,ACC0116
OPP02027,2025-09-15,2026-01-08,12500,created,SP010,marketing,new business,ACC0097
OPP02029,2025-09-10,2025-11-07,12500,lost,SP010,marketing,new business,ACC0072
OPP02030,2025-09-09,2025-12-18,16000,qualified,SP010,cold prospection,upsell,ACC0097
OPP02031,2025-09-11,2025-11-30,17500,won,SP010,cold prospection,new business,ACC0097
OPP02032,2025-09-03,2025-10-23,10000,lost,SP010,referral,upsell,ACC0034
OPP02033,2025-09-01,2025-10-13,15000,created,SP010,event,new business,ACC0034
OPP02034,2025-09-25,2025-10-16,10000,created,SP010,referral,new business,ACC0034
OPP02035,2025-09-03,2025-10-25,15000,won,SP010,cold prospection,upsell,ACC0110
OPP02036,2025-09-04,2025-12-28,8500,created,SP010,event,new business,ACC0061
OPP02037,2025-09-03,2025-10-12,4000,lost,SP010,event,new business,ACC0099
OPP02038,2025-09-13,2025-11-12,15000,qualified,SP010,marketing,new business,ACC0072
OPP02039,2025-09-16,2025-12-24,45000,qualified,SP010,cold prospection,new business,ACC0025
OPP02040,2025-09-05,2025-09-24,26000,won,SP010,event,new business,ACC0034
OPP02041,2025-09-25,2026-02-14,16000,qualified,SP010,marketing,new business,ACC0061
OPP02043,2025-10-31,2025-12-10,8500,created,SP003,cold prospection,new business,ACC0044
OPP02044,2025-10-24,2025-12-28,19500,won,SP001,event,new business,ACC0101
OPP02045,2025-10-23,2025-11-13,16500,lost,SP002,event,new business,ACC0002
OPP02046,2025-10-30,2025-11-17,13000,won,SP002,event,new business,ACC0117
OPP02047,2025-10-11,2025-12-21,19000,won,SP002,cold prospection,new business,ACC0053
OPP02049,2025-10-23,2026-01-25,8500,qualified,SP002,referral,upsell,ACC0068
OPP02050,2025-10-13,2025-12-05,9500,qualified,SP002,referral,new business,ACC0071
OPP02051,2025-10-28,2026-03-23,13000,qualified,SP001,cold prospection,new business,ACC0048
OPP02052,2025-10-26,2025-12-08,15500,created,SP003,marketing,new business,ACC0026
OPP02053,2025-10-09,2025-12-18,3000,created,SP002,event,upsell,ACC0027
OPP02054,2025-10-09,2026-02-13,5500,qualified,SP001,event,new business,ACC0027
OPP02055,2025-10-16,2025-12-03,10000,qualified,SP003,marketing,new business,ACC0008
OPP02056,2025-10-10,2026-01-16,14000,qualified,SP001,cold prospection,new business,ACC0043
OPP02057,2025-10-10,2025-12-23,14000,qualified,SP003,cold prospection,new business,ACC0024
OPP02058,2025-10-05,2025-12-26,15500,qualified,SP003,cold prospection,upsell,ACC0046
OPP02059,2025-10-16,2026-01-12,9000,qualified,SP001,marketing,upsell,ACC0003
OPP02060,2025-10-30,2026-01-08,29500,lost,SP002,marketing,upsell,ACC0105
OPP02061,2025-10-19,2025-11-24,5000,created,SP002,marketing,upsell,ACC0117
OPP02064,2025-10-17,2025-11-30,5500,won,SP002,cold prospection,new business,ACC0071
OPP02065,2025-10-07,2026-02-12,9500,created,SP002,cold prospection,new business,ACC0120
OPP02066,2025-10-01,2025-12-11,32500,lost,SP002,event,new business,ACC0053
OPP02067,2025-10-31,2026-01-26,13000,lost,SP002,cold prospection,upsell,ACC0079
OPP02068,2025-10-26,2026-01-20,15000,lost,SP003,cold prospection,new business,ACC0027
OPP02070,2025-10-27,2025-12-04,5000,created,SP001,marketing,new business,ACC0047
OPP02071,2025-10-14,2025-12-06,9000,qualified,SP001,cold prospection,new business,ACC0057
OPP02072,2025-10-15,2025-12-22,11000,lost,SP002,marketing,new business,ACC0013
OPP02073,2025-10-15,2025-12-30,28500,qualified,SP002,event,new business,ACC0024
OPP02074,18/10/2025,21/02/2026,13500,created,SP002,marketing,new business,ACC0057
OPP02075,2025-10-21,2026-01-27,5500,created,SP002,cold prospection,new business,ACC0067
OPP02076,2025-10-19,2025-11-05,15000,lost,SP003,event,new business,ACC0004
OPP02077,2025-10-16,2025-11-18,11000,created,SP001,cold prospection,upsell,ACC0010
OPP02078,2025-10-25,2026-01-20,20500,qualified,SP002,cold prospection,new business,ACC0053
OPP02079,2025-10-02,2025-12-01,31000,won,SP003,marketing,new business,ACC0068
OPP02080,2025-10-03,2026-01-28,6500,created,SP001,cold prospection,new business,ACC0070
OPP02081,2025-10-21,2026-01-31,7000,created,SP003,cold prospection,new business,ACC0089
OPP02082,2025-10-08,2025-11-04,6500,lost,SP001,cold prospection,new business,ACC0020
OPP02083,2025-10-25,2026-02-02,11500,qualified,SP003,marketing,new business,ACC0112
OPP02084,2025-10-23,2025-12-07,12000,created,SP002,marketing,new business,ACC0089
OPP02085,2025-10-01,2025-12-07,14500,created,SP002,cold prospection,upsell,ACC0117
OPP02086,2025-10-05,2026-01-02,12500,lost,SP003,marketing,new business,ACC0002
OPP02087,2025-10-17,2026-01-12,11000,lost,SP002,cold prospection,new business,ACC0024
OPP02088,2025-10-29,2025-12-24,9000,created,SP002,referral,new business,ACC0067
OPP02090,2025-10-28,2025-12-15,41000,won,SP001,marketing,upsell,ACC0027
OPP02091,2025-10-29,2025-12-09,5500,qualified,SP003,referral,new business,ACC0047
OPP02092,2025/10/27,2026/01/09,10000,qualified,SP002,event,upsell,ACC0028
OPP02093,2025-10-07,2025-12-14,39500,won,SP002,marketing,upsell,ACC0059
OPP02094,2025-10-06,2025-12-16,13000,qualified,SP002,referral,new business,ACC0074
OPP02095,2025-10-03,2025-10-16,11500,lost,SP003,event,new business,ACC0013
OPP02096,2025-10-31,2026-01-07,8000,created,SP002,cold prospection,upsell,ACC0002
OPP02097,2025-10-12,2025-12-25,9500,created,SP001,cold prospection,new business,ACC0107
OPP02098,2025-10-21,2025-11-15,27500,lost,SP001,cold prospection,new business,ACC0047
OPP02099,2025-10-30,2025-11-12,4000,lost,SP001,referral,upsell,ACC0014
OPP02100,2025-10-06,2025-11-25,19000,created,SP001,marketing,upsell,ACC0014
OPP02101,2025-10-09,2025-12-19,6000,won,SP002,marketing,new business,ACC0003
OPP02102,2025-10-07,2025-10-20,11000,won,SP001,marketing,new business,ACC0067
OPP02103,2025-10-15,2026-01-06,10500,lost,SP002,marketing,upsell,ACC0026
OPP02104,2025-10-31,2026-01-20,9000,created,SP002,marketing,new business,ACC0120
OPP02105,2025-10-31,2025-11-10,5500,won,SP001,cold prospection,upsell,ACC0043
OPP02106,2025-10-19 00:00:00,2025-12-30 00:00:00,17000,lost,SP002,event,upsell,ACC0089
OPP02107,2025-10-24,2026-02-12,33500,qualified,SP001,marketing,upsell,ACC0046
OPP02108,2025-10-12,2025-12-30,6000,won,SP003,event,new business,ACC0057
OPP02109,2025-10-12,2026-01-02,13000,qualified,SP002,cold prospection,new business,ACC0026
OPP02110,2025-10-27,2025-12-28,9000,won,SP003,marketing,new business,ACC0079
OPP02111,2025-10-20,2026-01-08,16000,qualified,SP002,marketing,new business,ACC0017
OPP02112,2025-10-22,2026-03-16,14000,qualified,SP001,cold prospection,new business,ACC0004
OPP02113,2025-10-21,2026-01-12,9000,lost,SP003,event,new business,ACC0024
OPP02114,2025-10-07,2025-12-19,14500,created,SP003,marketing,upsell,ACC0067
OPP02115,2025-10-17,2026-01-15,25500,created,SP001,,new business,ACC0090
OPP02116,2025-10-23,2026-02-13,9500,created,SP002,referral,new business,ACC0079
OPP02117,2025-10-17,2025-12-20,15000,created,SP003,referral,new business,ACC0067
OPP02118,2025-10-08,2026-02-26,6500,qualified,SP003,event,new business,ACC0107
OPP02119,2025-10-29,2025-12-12,7500,qualified,SP003,event,new business,ACC0013
OPP02120,2025-10-10,2025-11-13,17000,won,SP001,cold prospection,new business,ACC0086
OPP02121,2025-10-04,2025-10-23,29500,lost,SP001,marketing,new business,ACC0026
OPP02122,2025-10-04,2025-10-15,16000,won,SP002,cold prospection,new business,ACC0053
OPP02123,2025-10-13,2026-01-20,7500,created,SP002,marketing,new business,ACC0028
OPP02124,2025-10-02,2025-12-14,13000,lost,SP003,cold prospection,new business,ACC0079
OPP02125,2025-10-23,2025-11-14,6500,won,SP002,marketing,new business,ACC0059
OPP02126,2025-10-29,2025-12-06,15500,qualified,SP002,event,upsell,ACC0114
OPP02127,2025-10-03,2025-11-17,17000,qualified,SP002,marketing,upsell,ACC0044
OPP02128,2025-10-04,2025-11-13,10000,won,SP002,marketing,new business,ACC0059
OPP02129,2025-10-11,2025-12-17,10000,lost,SP002,cold prospection,new business,ACC0089
OPP02130,2025-10-01,2026-01-30,15000,qualified,SP003,marketing,upsell,ACC0017
OPP02131,2025-10-17,2026-01-17,6000,created,SP001,marketing,upsell,ACC0071
OPP02132,2025-10-02,2025-12-27,8000,created,SP002,cold prospection,upsell,ACC0091
OPP02133,2025-10-06,2025-12-09,41500,won,SP001,cold prospection,new business,ACC0046
OPP02134,2025-10-27,2026-01-01,8000,qualified,SP001,event,upsell,ACC0027
OPP02135,2025-10-29,2025-12-11,5500,created,SP001,marketing,upsell,ACC0059
OPP02137,2025-10-05,2026-01-04,17500,qualified,SP003,marketing,upsell,ACC0095
OPP02138,2025-10-23,2026-02-04,9000,qualified,SP003,cold prospection,new business,ACC0117
OPP02139,2025-10-18,2025-11-18,18500,created,SP006,cold prospection,upsell,ACC0056
OPP02141,2025-10-22,2026-01-09,5500,won,SP004,cold prospection,new business,ACC0060
OPP02142,2025-10-03,2025-11-21,26000,qualified,SP006,cold prospection,new business,ACC0030
OPP02143,2025-10-05,2025-12-26,8000,qualified,SP006,cold prospection,upsell,ACC0094
OPP02144,2025-10-22,2026-01-03,26000,qualified,SP005,referral,new business,ACC0081
OPP02145,2025-10-28,2026-02-09,3500,created,SP005,cold prospection,new business,ACC0104
OPP02146,2025-10-13,2025-11-01,26000,won,SP006,cold prospection,new business,ACC0085
OPP02147,2025-10-17,2025-12-27,8000,lost,SP004,referral,new business,ACC0109
OPP02148,2025-10-19,2025-12-20,24000,won,SP004,cold prospection,upsell,ACC0035
OPP02149,08/10/2025,22/12/2025,6500,created,SP005,cold prospection,new business,ACC0056
OPP02150,2025-10-07,2025-12-06,9500,lost,SP006,event,new business,ACC0096
OPP02151,2025-10-08,2026-01-14,11500,created,SP006,cold prospection,new business,ACC0119
OPP02152,2025-10-28,2026-01-22,13000,created,SP006,marketing,upsell,ACC0030
OPP02153,2025-10-01,2026-02-03,18000,qualified,SP005,marketing,new business,ACC0016
OPP02154,2025-10-12,2026-01-23,17500,created,SP005,cold prospection,upsell,ACC0051
OPP02155,2025-10-18,2025-12-27,47500,lost,SP006,cold prospection,new business,ACC0040
OPP02156,2025/10/28,2026/01/23,7000,won,SP006,event,new business,ACC0081
OPP02157,2025-10-05,2025-12-26,34500,created,SP005,marketing,new business,ACC0040
OPP02158,2025-10-03,2025-11-26,14000,created,SP005,cold prospection,new business,ACC0085
OPP02159,2025-10-30,2025-12-13,5500,created,SP005,event,new business,ACC0119
OPP02160,2025-10-17,2026-01-21,4500,created,SP006,event,new business,ACC0056
OPP02161,2025-10-29,2025-12-15,14500,lost,SP004,marketing,new business,ACC0104
OPP02162,2025-10-23,2026-03-09,23500,qualified,SP006,cold prospection,new business,ACC0078
OPP02163,2025-10-24,2026-01-28,12000,created,SP005,cold prospection,upsell,ACC0085
OPP02164,2025-10-21,2026-01-10,27500,created,SP005,marketing,upsell,ACC0050
OPP02165,2025-10-11,2025-11-22,7000,won,SP004,cold prospection,new business,ACC0036
OPP02166,2025-10-18,2026-02-18,14000,created,SP005,marketing,upsell,ACC0009
OPP02167,2025-10-18,2026-01-18,5000,created,SP006,referral,new business,ACC0108
OPP02168,2025-10-21,2026-01-04,11500,created,SP005,cold prospection,new business,ACC0083
OPP02169,2025-10-12,2025-11-26,26000,lost,SP004,marketing,new business,ACC0012
OPP02171,2025-10-19,2026-01-26,3000,created,SP004,cold prospection,new business,ACC0009
OPP02172,2025-10-08,2025-12-16,19500,qualified,SP006,cold prospection,new business,ACC0083
OPP02173,2025-10-01,2025-11-18,10000,created,SP006,cold prospection,upsell,ACC0081
OPP02174,2025-10-18,2025-11-08,20000,lost,SP006,marketing,new business,ACC0009
OPP02175,2025-10-09,2026-02-14,19000,created,SP005,marketing,new business,ACC0018
OPP02176,2025-10-29,2025-12-01,3500,created,SP004,marketing,new business,ACC0119
OPP02177,2025-10-28,2025-12-29,18500,qualified,SP006,cold prospection,upsell,ACC0109
OPP02178,2025-10-15,2025-12-13,31000,won,SP005,event,upsell,ACC0023
OPP02179,2025-10-01,2026-01-15,4000,created,SP006,marketing,upsell,ACC0098
OPP02180,2025-10-11,2026-01-03,19500,qualified,SP004,cold prospection,new business,ACC0063
OPP02181,2025-10-23,2025-12-20,12000,lost,SP004,cold prospection,new business,ACC0083
OPP02182,2025-10-07,2025-12-12,15500,qualified,SP005,cold prospection,upsell,ACC0050
OPP02184,2025-10-15,2026-01-16,7000,created,SP006,marketing,new business,ACC0104
OPP02185,2025-10-24,2026-01-22,9000,qualified,SP005,cold prospection,new business,ACC0119
OPP02186,2025-10-09,2026-02-15,11500,created,SP005,marketing,new business,ACC0030
OPP02187,2025-10-07,2026-02-16,7000,qualified,SP004,cold prospection,new business,ACC0051
OPP02188,2025-10-20,2025-11-19,6000,created,SP006,cold prospection,new business,ACC0078
OPP02189,2025-10-05,2025-11-07,23000,lost,SP005,cold prospection,new business,ACC0036
OPP02190,2025-10-17,2026-01-14,8500,lost,SP004,marketing,new business,ACC0035
OPP02191,2025-10-26,2026-01-14,20000,created,SP006,cold prospection,upsell,ACC0030
OPP02192,2025-10-26,2025-11-13,20500,won,SP004,cold prospection,upsell,ACC0083
OPP02193,2025-10-26,2026-01-13,4000,created,SP004,cold prospection,new business,ACC0078
OPP02194,2025-10-18,2025-12-08,11000,lost,SP004,event,upsell,ACC_MISSING_04
OPP02195,2025-10-17,2025-11-28,26500,qualified,SP004,marketing,new business,ACC0076
OPP02196,2025-10-28,2025-12-24,9500,lost,SP004,cold prospection,new business,ACC0035
OPP02197,2025-10-08,2025-11-18,12500,won,SP005,marketing,new business,ACC0030
OPP02198,2025-10-02,2025-11-27,13000,created,SP004,marketing,upsell,ACC0051
OPP02199,2025-10-13,2025-12-29,24500,won,SP006,marketing,new business,ACC0078
OPP02200,2025-10-17,2025-12-17,14000,won,SP005,marketing,new business,ACC0104
OPP02201,2025-10-14,2025-11-09,11500,lost,SP004,cold prospection,upsell,ACC0076
OPP02202,2025-10-20,2026-01-25,30000,created,SP005,cold prospection,new business,ACC0108
